id,table,offset,length,japanese,korean
story_104,story,0332DB,45,"すがた「かんちがい すんなよな!
    オレは りかちゃんの ”ファン”だぜ!","스가타「착각하지 말라고! 나는 리카의 ""팬""이니까!"
story_105,story,033308,36,"すがた「と そういう ことね♡
    じゃ また あした・・・。",스가타「뭐 그런 거지♡ 그럼 내일 보자….
story_106,story,03332C,18,ももぞの「おーい! まってよー!,모모조노「어이! 기다려!
story_107,story,03333E,57,"ももぞの「すがたくん! おいてかないでよお! さっき
     いっしょに かえるからって いったのにー。",모모조노「스가타! 두고 가지 마! 아까 같이 돌아간다고 했잖아.
story_108,story,033377,28,ももぞの「あらら♡ どーしたのかなー さんちゃん。,모모조노「어머♡ 무슨 일이려나 산짱.
story_109,story,033393,49,"ももぞの「なんか あったのかなー。
     ああ そういえば りかちゃんと たちばなさん","모모조노「뭔 일 있었나. 아, 그러고 보니 리카랑 타치바나 씨"
story_110,story,0333C4,54,"ももぞの「なかよく いっしょに かえったっけなー♡
     もしかしたら それが げんいんかなー。",모모조노「사이좋게 같이 돌아갔었지♡ 혹시 그게 원인인가.
story_111,story,0333FA,17,ももぞの「ねー どーなの?♡,모모조노「응? 어때?♡
story_112,story,03340B,18,ももぞの「ね? ね? ね? ね?,모모조노「응? 응? 응? 응?
story_113,story,03341D,21,すがた「うるっせーんだよ おまえは!,"스가타「시끄러워, 너는!"
story_114,story,033432,36,"くにお「おーい やまだ。
    ランニングとは かんしんだな。","쿠니오「어이, 야마다. 러닝이라니 기특하군."
story_115,story,033456,44,"やまだ「うるせい! ”わけあり”だ!
    きやすく よびとめるんじゃねえ!","야마다「시끄러! ""사정""이 있단 말이다! 함부로 불러 세우지 마!"
story_116,story,033482,63,"やまだ「こんど あうときは その なまいきな かおに
    ミラクルパンチだぜ! おぼえときなっ! やばい!",야마다「다음에 만나면 그 건방진 얼굴에 미라클 펀치다! 기억해 둬! 큰일났다!
story_117,story,0334C1,17,おばちゃん「まてー! こらー!,아줌마「기다려! 이놈아!
story_118,story,0334D2,42,"くにお「あいつ また ごまかしたな。
    ほんとうに しんぽ してねーな。",쿠니오「저 녀석 또 속여 먹었군. 정말 발전이 없다니까.
story_119,story,0334FC,12,くにお「せこすぎる!,쿠니오「너무 쪼잔해!
story_120,story,033508,58,"「こうして また すがたくんに えがおが もどり
 あらたな ラブストーリーが はじまるのでした。",「이렇게 스가타에게 웃음이 돌아오고 새로운 러브 스토리가 시작됩니다.
story_121,story,033542,42,"「まずモードの せんたくを してから
 それぞれを えらんでくださいね。",「먼저 모드를 고른 다음 각 항목을 선택해 주세요.
story_122,story,03356C,34,"「ストーリーモードの メニューがめんです。
 どうします?",「스토리 모드의 메뉴 화면입니다. 어떻게 할까요?
story_123,story,03358E,45,"「さあ しょうひんが もらえます。
 すきな ところを ひとつ えらんでください。","「자, 상품을 받을 수 있습니다. 마음에 드는 것을 하나 고르세요."
story_124,story,0335BB,25,"「おめでとうございます。
 {VAR:45}でーす。",「축하합니다. {VAR:45}입니다.
story_125,story,0335D4,33,"「こじんの せいせきです。
 じっくり みてくださいね♡",「개인 성적입니다. 천천히 살펴보세요♡
story_126,story,0335F5,33,"「こじんの ピッチングせいせきです。
 どうですか?",「개인 투구 성적입니다. 어떤가요?
story_127,story,033616,27,"「チームの せいせきです。
 まあ すばらしい!",「팀 성적입니다. 정말 훌륭해요!
story_128,story,033631,34,"「チームを えらんでくださいね。
 ハンデも つけられます。",「팀을 골라 주세요. 핸디캡도 줄 수 있습니다.
story_129,story,033653,38,"「それでは こうかの せいしょうです。
 みんなで うたいましょう。",「그럼 교가 제창입니다. 다 같이 부릅시다.
story_130,story,033679,39,"「せんこう {VAR:46}チームの
 メンバーひょうを ていしゅつ してください。",「선공 {VAR:46} 팀은 멤버표를 제출해 주세요.
story_131,story,0336A0,39,"「こうこう {VAR:46}チームの
 メンバーひょうを ていしゅつ してください。",「후공 {VAR:46} 팀은 멤버표를 제출해 주세요.
story_132,story,0336C7,30,"「おっと {VAR:46}チームの
 きょうれつな ”やじ”です!","「이런, {VAR:46} 팀의 강렬한 ""야유""입니다!"
story_133,story,0336E5,29,"「しかーし!
 {VAR:42}せんしゅ まったく どうじない!","「하지만! {VAR:42} 선수, 전혀 동요하지 않습니다!"
story_134,story,033702,25,"「あー!
 {VAR:42}せんしゅ ビビッてしまった!","「아! {VAR:42} 선수, 겁을 먹고 말았습니다!"
story_135,story,03371B,20,「{VAR:42}せんしゅ げんきになりました。,"「{VAR:42} 선수, 기운을 차렸습니다."
story_136,story,03372F,26,"「だめです!
 {VAR:42}せんしゅ たちなおれない!","「안 됩니다! {VAR:42} 선수, 일어서지 못합니다!"
story_137,story,033749,42,"「うーん {VAR:46}チームの せんしゅたち
 たまらず あつまり きあいを いれあう!","「음, {VAR:46} 팀 선수들, 참다못해 모여서 기합을 넣습니다!"
story_138,story,033773,33,"「{VAR:46}チームの ”やじ”さくせんは
 だいせいこう です!","「{VAR:46} 팀의 ""야유"" 작전은 대성공입니다!"
story_139,story,033794,35,"「{VAR:46}チームの ”やじ”さくせんは
 しっぱいに おわりました。","「{VAR:46} 팀의 ""야유"" 작전은 실패로 끝났습니다."
story_140,story,0337B7,33,"「ざんねん {VAR:46}チームは きあいが
 はいりませんでした!","「아쉽게도 {VAR:46} 팀, 기합이 들어가지 않았습니다!"
story_141,story,0337D8,37,"「ゆうじょう パワーだ! {VAR:46}チーム
 きあいが はいったぞ!","「우정의 힘이다! {VAR:46} 팀, 기합이 들어갔습니다!"
story_142,story,0337FD,43,"「あっ! がいじんは にほんごが わからない!
 まったく つうじなーい!",「앗! 외국인은 일본어를 모릅니다! 전혀 통하지 않아요!
story_143,story,033828,26,「かたことの にほんごが こころをつかんだ!,「서툰 일본어가 마음을 사로잡았습니다!
story_144,story,033842,31,"「しあいしゅうりょうです。
 {VAR:46}チームが かちました!",「시합 종료입니다. {VAR:46} 팀이 이겼습니다!
story_145,story,033861,35,"「しあいしゅうりょうです。
 {VAR:46}チーム やぶれてしまいました。","「시합 종료입니다. {VAR:46} 팀, 지고 말았습니다."
story_146,story,033884,39,"「はげしいたたかいを せいしたのは なんと
 ねっけつこうこう でした。",「격전을 제압한 것은 놀랍게도 열혈고교였습니다.
story_147,story,0338AB,23,「ほんっとに おめでとうございます!!,「정말로 축하합니다!!
story_148,story,0338C2,27,"「はいりました! {VAR:42}せんしゅの
 ソロホームラン!",「들어갔습니다! {VAR:42} 선수의 솔로 홈런!
story_149,story,0338DD,29,"「でましたーっ! {VAR:42}せんしゅの
 2ランホームラン!",「나왔습니다! {VAR:42} 선수의 투런 홈런!
story_150,story,0338FA,26,"「やったー! {VAR:42}せんしゅの
 3ランホームラン!",「해냈다! {VAR:42} 선수의 스리런 홈런!
story_151,story,033914,30,"「すばらしいー! {VAR:42}せんしゅの
 まんるいホームラン!",「훌륭합니다! {VAR:42} 선수의 만루 홈런!
story_152,story,033932,32,"「これは すごーい! {VAR:42}せんしゅの
 サヨナラホームラン!",「이건 대단해! {VAR:42} 선수의 끝내기 홈런!
story_153,story,033952,19,「{VAR:46}チーム せんせいてん です!,"「{VAR:46} 팀, 선취점입니다!"
story_154,story,033965,16,「{VAR:46}チーム おいつきました!,"「{VAR:46} 팀, 따라붙었습니다!"
story_155,story,033975,19,「{VAR:46}チーム ぎゃくてん です!,"「{VAR:46} 팀, 역전입니다!"
story_156,story,033988,17,「{VAR:46}チーム かちこし です!,"「{VAR:46} 팀, 앞서 나갑니다!"
story_157,story,033999,18,「{VAR:46}チーム てんを かえします!,"「{VAR:46} 팀, 점수를 되갚습니다!"
story_158,story,0339AB,18,「{VAR:46}チーム きせきの しょうり!,"「{VAR:46} 팀, 기적의 승리!"
story_159,story,0339BD,14,「{VAR:46}チーム ついかてん!,"「{VAR:46} 팀, 추가점!"
story_160,story,0339CB,16,「つぎは {VAR:48}かいの おもて,「다음은 {VAR:48}회 초
story_161,story,0339DB,15,「つぎは {VAR:48}かいの ウラ,「다음은 {VAR:48}회 말
story_162,story,0339EA,29,"「さあ しゅうばんを むかえました
 9かいの おもて","「자, 종반에 접어들었습니다. 9회 초"
story_163,story,033A07,23,「さあ いよいよ おおづめ 9かいの ウラ,"「자, 드디어 막바지 9회 말"
story_164,story,033A1E,27,"「えんちょうせんに はいります
 {VAR:48}かいの おもて",「연장전에 들어갑니다. {VAR:48}회 초
story_165,story,033A39,21,「さあ サヨナラなるか {VAR:48}かいの ウラ,"「자, 끝내기가 나올까요, {VAR:48}회 말"
story_166,story,033A4E,18,「{VAR:46}チームの こうげきです。,「{VAR:46} 팀의 공격입니다.
story_167,story,033A60,18,「{VAR:46}チームの はんげきです。,「{VAR:46} 팀의 반격입니다.
story_168,story,033A72,16,「これより だい{VAR:49}かいせん,「지금부터 제{VAR:49}회전
story_169,story,033A82,10,「{VAR:46}チーム たい,「{VAR:46} 팀 대
story_170,story,033A8C,24,"「{VAR:46}チームの しあいが
 おこなわれます。",「{VAR:46} 팀의 시합이 열립니다.
story_171,story,033AA4,31,"「このしあいの しゅしんは
 {VAR:43}さんで おこなわれます。",「이 시합의 주심은 {VAR:43} 씨입니다.
story_172,story,033AC3,10,「バントです!,「번트입니다!
story_173,story,033ACD,16,「ボテボテの ゴロだ!,「힘없는 땅볼이다!
story_174,story,033ADD,16,「へいぼんな ゴロです!,「평범한 땅볼입니다!
story_175,story,033AED,14,「ちを はう ゴロだ!,「땅을 기는 땅볼이다!
story_176,story,033AFB,13,「きけんな ゴロだ!,「위험한 땅볼이다!
story_177,story,033B08,15,「あたりそこねの ライナー!,「빗맞은 라이너!
story_178,story,033B17,9,「ライナーだ!,「라이너다!
story_179,story,033B20,15,「つうれつな ライナーだ!,「통렬한 라이너다!
story_180,story,033B2F,14,「きけんな ライナーだ!,「위험한 라이너다!
story_181,story,033B3D,21,「これは! ひっさつだきゅう です!,「이건! 필살 타구입니다!
story_182,story,033B52,11,「たかく はねたー!,「높이 튀었다!
story_183,story,033B5D,11,「うちあげました!,「띄웠습니다!
story_184,story,033B68,13,「へいぼんな フライ!,「평범한 뜬공!
story_185,story,033B75,15,「これは おおきな あたり!,「이건 큰 타구!
story_186,story,033B84,14,「グングン のびる!,「쭉쭉 뻗는다!
story_187,story,033B92,12,「かぜに のります!,「바람을 탑니다!
story_188,story,033B9E,18,「あっと かぜに もどされる!,"「앗, 바람에 밀려 돌아옵니다!"
story_189,story,033BB0,17,「きわどい だきゅうです。,「아슬아슬한 타구입니다.
story_190,story,033BC1,13,「きれるか どうか!?,「벗어날까 말까!?
story_191,story,033BCE,18,"「はいりました。
 フェアです!",「들어갔습니다. 페어입니다!
story_192,story,033BE0,18,"「きれました。
 ファールです!",「벗어났습니다. 파울입니다!
story_193,story,033BF2,21,「びみょうに きれて ファールです!,「아슬아슬하게 벗어나 파울입니다!
story_194,story,033C07,30,"「これは スタンドへ はいりました!
 ファールです!",「이건 스탠드로 들어갔습니다! 파울입니다!
story_195,story,033C25,13,「はいるか どうか!?,「들어갈까 말까!?
story_196,story,033C32,20,「だきゅうは フェンスに あたった!,「타구는 펜스에 맞았다!
story_197,story,033C46,19,「だきゅうは ころがっていく!!,「타구가 굴러갑니다!!
story_198,story,033C59,19,「これは もんくなし! ホームラン!,「이건 두말할 것 없는 홈런!
story_199,story,033C6C,20,「ポールに あたった! ホームラン!,「폴에 맞았다! 홈런!
story_200,story,033C80,14,「はいった! ホームラン!,「들어갔다! 홈런!
story_201,story,033C8E,16,「なんと じょうがいだ!,「무려 장외다!
story_202,story,033C9E,9,「ジャンプ!,「점프!
story_203,story,033CA7,9,「よこっとび!,「옆으로 몸을 날린다!
story_204,story,033CB0,20,「ぎゃくシングルで とりにいく!,「역싱글로 잡으러 간다!
story_205,story,033CC4,8,「とびこむ!,「뛰어든다!
story_206,story,033CCC,14,「すごい ジャンプ!,「굉장한 점프!
story_207,story,033CDA,19,「からだで とめに いきます!?,「몸으로 막으러 갑니다!?
story_208,story,033CED,12,「はたき おとした!?,「쳐서 떨어뜨렸다!?
story_209,story,033CF9,13,「かれいに とびつく!,「화려하게 달려든다!
story_210,story,033D06,14,「こんじょうで いく!,「근성으로 간다!
story_211,story,033D14,10,「ふっとんだ!!,「날아갔다!!
story_212,story,033D1E,11,「モロに あたった!,「제대로 맞았다!
story_213,story,033D29,27,「だけど へいきだ! すごい こんじょう!,「하지만 멀쩡하다! 굉장한 근성!
story_214,story,033D44,10,「トンネルだー!,「가랑이 사이로 빠졌다!
story_215,story,033D4E,10,「ナイスキャッチ!,「나이스 캐치!
story_216,story,033D58,13,「おとした! おとした!,「떨어뜨렸다! 떨어뜨렸어!
story_217,story,033D65,20,「{VAR:42}くん まだ おきあがらない!,"「{VAR:42}, 아직 일어나지 못합니다!"
story_218,story,033D79,20,「けがを してしまった ようです!,「부상을 당한 모양입니다!
story_219,story,033D8D,11,「ガッチリ とって,「단단히 잡고
story_220,story,033D98,18,「おっと! ちからで とるのか?,「이런! 힘으로 잡는 건가?
story_221,story,033DAA,17,「{VAR:42}くん しずかに いのる!,"「{VAR:42}, 조용히 기도합니다!"
story_222,story,033DBB,12,「ボールを ひろう!,「공을 줍는다!
story_223,story,033DC7,12,「フェンスに ついた!,「펜스에 붙었다!
story_224,story,033DD3,14,「フェンスに のぼった!,「펜스에 올라갔다!
story_225,story,033DE1,14,「フェンスに げきとつ!,「펜스에 격돌!
story_226,story,033DEF,24,「なんと! しんぱんに げきとつだー!!,「이럴 수가! 심판과 격돌이다!!
story_227,story,033E07,9,「おいつかない!,「따라잡지 못한다!
story_228,story,033E10,13,「ポテンヒットだー!,「텍사스 안타다!
story_229,story,033E1D,7,「ぬけたー!,「빠졌다!
story_230,story,033E24,18,「うったランナー {VAR:4A}を まわる!,「친 주자 {VAR:4A}를 돕니다!
story_231,story,033E36,14,「{VAR:42}くん もどります!,"「{VAR:42}, 되돌아갑니다!"
story_232,story,033E44,19,「3るい ランナー タッチアップ!,「3루 주자 태그업!
story_233,story,033E57,18,「ランナー {VAR:4A}で ストップ!,「주자 {VAR:4A}에서 멈춥니다!
story_234,story,033E69,16,「{VAR:42}くん ぼうそうだー!,"「{VAR:42}, 폭주다!"
story_235,story,033E79,10,「バックホーム!,「백홈!
story_236,story,033E83,13,「2るいへ そうきゅう!,「2루로 송구!
story_237,story,033E90,13,「3るいへ そうきゅう!,「3루로 송구!
story_238,story,033E9D,13,「1るいへ そうきゅう!,「1루로 송구!
story_239,story,033EAA,13,「ホームへ そうきゅう!,「홈으로 송구!
story_240,story,033EB7,15,「カットマンへ へんきゅう!,「컷오프맨에게 중계!
story_241,story,033EC6,16,「ダイレクトで 2るいへ!,「다이렉트로 2루에!
story_242,story,033ED6,16,「ダイレクトで ホームへ!,「다이렉트로 홈에!
story_243,story,033EE6,16,「ダイレクトで 1るいへ!,「다이렉트로 1루에!
story_244,story,033EF6,16,「ダイレクトで 3るいへ!,「다이렉트로 3루에!
story_245,story,033F06,14,「{VAR:42}くん すべりこむ!,"「{VAR:42}, 슬라이딩!"
story_246,story,033F14,16,「{VAR:42}くん あたまから いく!,"「{VAR:42}, 머리부터 들어간다!"
story_247,story,033F24,15,「ベースに とどかない!,「베이스에 닿지 않는다!
story_248,story,033F33,18,「{VAR:42}くん ”へこへこ” すすむ!,"「{VAR:42}, ""슬금슬금"" 나아간다!"
story_249,story,033F45,22,"「ランナー {VAR:42}くん
 2るいへ むかう!","「주자 {VAR:42}, 2루로 향한다!"
story_250,story,033F5B,22,"「ランナー {VAR:42}くん
 3るいへ むかう!","「주자 {VAR:42}, 3루로 향한다!"
story_251,story,033F71,22,"「ランナー {VAR:42}くん
 ホームへ むかう!","「주자 {VAR:42}, 홈으로 향한다!"
story_252,story,033F87,24,"「ランナー {VAR:42}くん
 はさまれて しまった!","「주자 {VAR:42}, 협살에 걸렸다!"
story_253,story,033F9F,18,「ランナー {VAR:42}くん ホームイン!,「주자 {VAR:42} 홈인!
story_254,story,033FB1,10,「タッチに いく!,「태그하러 간다!
story_255,story,033FBB,8,「タッチする!,「태그한다!
story_256,story,033FC3,11,「ランナー よけた!,「주자 피했다!
story_257,story,033FCE,10,「ブロックする!,「블록한다!
story_258,story,033FD8,18,「{VAR:42}くん はげしく タックル!,"「{VAR:42}, 격렬한 태클!"
story_259,story,033FEA,14,「{VAR:42}くんの こうげき!,「{VAR:42}의 공격!
story_260,story,033FF8,15,「{VAR:42}くん ふっとんだー!,"「{VAR:42}, 날아갔다!"
story_261,story,034007,14,「{VAR:42}くん ダメージ!,"「{VAR:42}, 데미지!"
story_262,story,034015,7,「ダウン!,「다운!
story_263,story,03401C,16,「はげしい こうぼうだ!,「격렬한 공방이다!
story_264,story,03402C,13,「りょうしゃ ダウン!,「양쪽 다 다운!
story_265,story,034039,14,「セーフ! セーフです!,「세이프! 세이프입니다!
story_266,story,034047,6,「セーフ!,「세이프!
story_267,story,03404D,8,「ホームイン!,「홈인!
story_268,story,034055,10,「{VAR:46} とくてん!,「{VAR:46} 득점!
story_269,story,03405F,14,「{VAR:46} とくてん ついか!,「{VAR:46} 득점 추가!
story_270,story,03406D,19,「これで {VAR:47}てんに なりました!,「이걸로 {VAR:47}점이 되었습니다!
story_271,story,034080,17,「なんと サヨナラです!!!!,「무려 끝내기입니다!!!!
story_272,story,034091,13,「スクイズ せいこう!,「스퀴즈 성공!
story_273,story,03409E,12,「ぎゃくてんです!,「역전입니다!
story_274,story,0340AA,11,「どうてんです!,「동점입니다!
story_275,story,0340B5,16,「{VAR:42}くん マッハダッシュ!,"「{VAR:42}, 마하 대시!"
story_276,story,0340C5,16,「{VAR:42}くん ニトロダッシュ!,"「{VAR:42}, 니트로 대시!"
story_277,story,0340D5,14,「{VAR:4A}へ けんせいです!,「{VAR:4A}로 견제입니다!
story_278,story,0340E3,18,「{VAR:4A}へ はやい けんせいです!,「{VAR:4A}로 빠른 견제입니다!
story_279,story,0340F5,12,「ランナー もどる!,「주자 돌아간다!
story_280,story,034101,6,「アウト!,「아웃!
story_281,story,034107,14,「アウト! アウトです!,「아웃! 아웃입니다!
story_282,story,034115,16,「{VAR:42}くん ランナーを おう!,"「{VAR:42}, 주자를 쫓는다!"
story_283,story,034125,14,「{VAR:42}くんに そうきゅう!,「{VAR:42}에게 송구!
story_284,story,034133,15,「{VAR:42}くん フォースアウト!,"「{VAR:42}, 포스 아웃!"
story_285,story,034142,15,「ボールが こぼれた!,「공이 빠졌다!
story_286,story,034151,18,「しかし ボールは はなさない!,「하지만 공은 놓치지 않는다!
story_287,story,034163,19,「ボールが でてしまったー!!,「공이 나와 버렸다!!
story_288,story,034176,15,「ダブルプレーです!,「더블 플레이입니다!
story_289,story,034185,18,「ト・トリプルプレーだー!!,"「트, 트리플 플레이다!!"
story_290,story,034197,10,「スッポぬけた!,「빠져나갔다!
story_291,story,0341A1,15,「グッドな そうきゅう!,「좋은 송구!
story_292,story,0341B0,14,「へんきゅうが それる!,「중계가 빗나간다!
story_293,story,0341BE,14,「そうきゅうが それた!,「송구가 빗나갔다!
story_294,story,0341CC,9,「とどかない!,「닿지 않는다!
story_295,story,0341D5,14,「はやい そうきゅうだ!,「빠른 송구다!
story_296,story,0341E3,14,「はやい へんきゅうだ!,「빠른 중계다!
story_297,story,0341F1,16,「すごい そうきゅうだー!,「굉장한 송구다!
story_298,story,034201,16,「すごい へんきゅうだー!,「굉장한 중계다!
story_299,story,034211,19,「スリーアウト! チェンジです!,「스리 아웃! 체인지입니다!
story_300,story,034224,8,「ワンアウト!,「원 아웃!
story_301,story,03422C,8,「ツーアウト!,「투 아웃!
story_302,story,034234,20,「だきゅうが まがって きます!,「타구가 휘어져 옵니다!
story_303,story,034248,15,「イレギュラー しました!,「불규칙 바운드입니다!
story_304,story,034257,4,「!?,「!?
story_305,story,03425B,5,「あっ!,「앗!
story_306,story,034260,8,「おーっっ!!,「오오!!
story_307,story,034268,5,「ああ!,「아아!
story_308,story,03426D,13,「{VAR:42}くんが カット!,「{VAR:42}가 컷!
story_309,story,03427A,23,"「ピッチャー {VAR:42}くんが
 とりにいく!",「투수 {VAR:42}가 잡으러 간다!
story_310,story,034291,23,"「キャッチャー {VAR:42}くんが
 とりにいく!",「포수 {VAR:42}가 잡으러 간다!
story_311,story,0342A8,22,"「ファースト {VAR:42}くんが
 とりにいく!",「1루수 {VAR:42}가 잡으러 간다!
story_312,story,0342BE,22,"「セカンド {VAR:42}くんが
 とりにいく!",「2루수 {VAR:42}가 잡으러 간다!
story_313,story,0342D4,21,"「ショート {VAR:42}くんが
 とりにいく!",「유격수 {VAR:42}가 잡으러 간다!
story_314,story,0342E9,21,"「サード {VAR:42}くんが
 とりにいく!",「3루수 {VAR:42}가 잡으러 간다!
story_315,story,0342FE,20,"「レフト {VAR:42}くんが
 とりにいく!",「좌익수 {VAR:42}가 잡으러 간다!
story_316,story,034312,20,「{VAR:42}くん ジャンプで かわす!,"「{VAR:42}, 점프로 피한다!"
story_317,story,034326,14,「だきゅうは ひだりへ,「타구는 왼쪽으로
story_318,story,034334,13,「だきゅうは みぎへ,「타구는 오른쪽으로
story_319,story,034341,21,"「センター {VAR:42}くんが
 とりにいく!",「중견수 {VAR:42}가 잡으러 간다!
story_320,story,034356,10,「{VAR:42}くん とって,「{VAR:42} 잡아서
story_321,story,034360,17,「バントエンドラン です!,「번트 앤드 런입니다!
story_322,story,034371,16,「ヒットエンドラン です!,「히트 앤드 런입니다!
story_323,story,034381,20,「これは クロスプレイに なるか!?,「이건 크로스 플레이가 될까!?
story_324,story,034395,12,「とうるい せいこう!,「도루 성공!
story_325,story,0343A1,12,「ダブルスチール!,「더블 스틸!
story_326,story,0343AD,10,「パスボール!,「패스트 볼!
story_327,story,0343B7,12,「ぼうとう です!,「폭투입니다!
story_328,story,0343C3,15,「{VAR:42}くんが カバー! ,「{VAR:42}가 커버!
story_329,story,0343D2,20,"「ライト {VAR:42}くんが
 とりにいく!",「우익수 {VAR:42}가 잡으러 간다!
story_330,story,0343E6,9,「ヒットです!,「안타입니다!
story_331,story,0343EF,16,「ツーベースヒット です!,「2루타입니다!
story_332,story,0343FF,17,「スリーベースヒット です!,「3루타입니다!
story_333,story,034410,19,「エンタイトル ツーベースヒット!,「인정 2루타!
story_334,story,034423,21,かわかみ「せ せんしゅ こうたいです。,"카와카미「서, 선수 교체입니다."
story_335,story,034438,21,かわかみ「し しゅび こうたいです。,"카와카미「수, 수비 교체입니다."
story_336,story,03444D,13,かわかみ「タイムです。,카와카미「타임입니다.
story_337,story,03445A,9,かわかみ「{VAR:42}と,카와카미「{VAR:42}와
story_338,story,034463,19,かわかみ「{VAR:42}を かえます です。,카와카미「{VAR:42}를 바꿉니다.
story_339,story,034476,23,かわかみ「せんしゅデータでも みますか。,카와카미「선수 데이터라도 볼까요.
story_340,story,03448D,26,かわかみ「みんな こえが でてない ですよ。,카와카미「다들 목소리가 안 나오고 있어요.
story_341,story,0344A7,21,かわかみ「あしのさん アイテムですよ。,"카와카미「아시노 씨, 아이템이에요."
story_342,story,0344BC,22,ふくしま「おう! せんしゅ こうたいだ!,후쿠시마「좋아! 선수 교체다!
story_343,story,0344D2,22,ふくしま「おう! しゅび こうたいだ!,후쿠시마「좋아! 수비 교체다!
story_344,story,0344E8,12,ふくしま「タイムだ!,후쿠시마「타임이다!
story_345,story,0344F4,9,ふくしま「{VAR:42}と,후쿠시마「{VAR:42}와
story_346,story,0344FD,16,ふくしま「{VAR:42}を かえるぜ!,후쿠시마「{VAR:42}를 바꾼다!
story_347,story,03450D,23,ふくしま「せんしゅデータでも みるかな。,후쿠시마「선수 데이터라도 볼까.
story_348,story,034524,25,ふくしま「おまえら なめんなよ! こえ だせ!,후쿠시마「너희들 까불지 마! 소리 내!
story_349,story,03453D,19,ふくしま「しまだ! アイテムだ!,후쿠시마「시마다! 아이템이다!
story_350,story,034550,22,にしの「あのですね せんしゅ かえます。,"니시노「저기요, 선수 바꿀게요."
story_351,story,034566,22,にしの「あのですね しゅび かえます。,"니시노「저기요, 수비 바꿀게요."
story_352,story,03457C,12,にしの「タイムします。,니시노「타임 할게요.
story_353,story,034588,10,にしの「{VAR:42}くんと,니시노「{VAR:42}와
story_354,story,034592,16,にしの「{VAR:42}くんを かえます。,니시노「{VAR:42}를 바꿀게요.
story_355,story,0345A2,23,にしの「せんしゅデータで けんきゅうよ!,니시노「선수 데이터로 연구야!
story_356,story,0345B9,20,にしの「こらあ! こえを だしてー!,니시노「이봐! 소리를 내!
story_357,story,0345CD,20,にしの「さくらざわさん アイテムよ!,"니시노「사쿠라자와 씨, 아이템이야!"
story_358,story,0345E1,17,おおこうち「せんしゅ こうたい!,오코우치「선수 교체!
story_359,story,0345F2,17,おおこうち「しゅび こうたい!,오코우치「수비 교체!
story_360,story,034603,11,おおこうち「タイム!,오코우치「타임!
story_361,story,03460E,10,おおこうち「{VAR:42}と,오코우치「{VAR:42}와
story_362,story,034618,15,おおこうち「{VAR:42}を かえる!,오코우치「{VAR:42}를 바꾼다!
story_363,story,034627,25,おおこうち「せんしゅデータを みるとするかな。,오코우치「선수 데이터를 볼까.
story_364,story,034640,20,おおこうち「こえを だせ! こえを!,오코우치「소리를 내! 소리를!
story_365,story,034654,21,おおこうち「マネージャー! アイテム!,오코우치「매니저! 아이템!
story_366,story,034669,17,みどり「せんしゅ かえまーす。,미도리「선수 바꿀게요.
story_367,story,03467A,17,みどり「しゅび かえまーす。,미도리「수비 바꿀게요.
story_368,story,03468B,18,みどり「タイム ねがいまーす。,미도리「타임 부탁해요.
story_369,story,03469D,11,みどり「{VAR:42}くんと,미도리「{VAR:42}와
story_370,story,0346A8,20,みどり「{VAR:42}くんを かえて みるわ。,미도리「{VAR:42}를 바꿔 볼게.
story_371,story,0346BC,24,みどり「せんしゅデータ みて いいかしら?,미도리「선수 데이터 봐도 될까?
story_372,story,0346D4,22,みどり「みんな こえを だしてねーん♡,미도리「다들 소리를 내 줘♡
story_373,story,0346EA,24,みどり「こばしさん アイテム つかうわよ!,"미도리「코바시 씨, 아이템 쓸게!"
story_374,story,034702,17,とうどう「せんしゅ かえます。,토도「선수 바꾸겠습니다.
story_375,story,034713,17,とうどう「しゅび かえます。,토도「수비 바꾸겠습니다.
story_376,story,034724,15,とうどう「タイム します。,토도「타임 하겠습니다.
story_377,story,034733,12,とうどう「{VAR:42}くんと,토도「{VAR:42}와
story_378,story,03473F,18,とうどう「{VAR:42}くんを かえるよ。,토도「{VAR:42}를 바꾸지.
story_379,story,034751,26,とうどう「フッ せんしゅデータでも みるか。,"토도「훗, 선수 데이터라도 볼까."
story_380,story,03476B,22,とうどう「みんな こえを だしたまえ!,토도「다들 소리를 내게!
story_381,story,034781,21,とうどう「れいかくん! アイテムだ!,토도「레이카! 아이템이다!
story_382,story,034796,20,いせ「さあ! せんしゅ こうたいだ!,이세「자! 선수 교체다!
story_383,story,0347AA,20,いせ「さあ! しゅび こうたいだ!,이세「자! 수비 교체다!
story_384,story,0347BE,15,いせ「すいません! タイム!,이세「죄송합니다! 타임!
story_385,story,0347CD,12,いせ「よーし! {VAR:42}と,이세「좋아! {VAR:42}와
story_386,story,0347D9,14,いせ「{VAR:42}を かえるぞ。,이세「{VAR:42}를 바꾼다.
story_387,story,0347E7,19,いせ「さあ! せんしゅデータだ!,이세「자! 선수 데이터다!
story_388,story,0347FA,25,いせ「さあ! どうした! げんき だせよ!,이세「자! 왜 그래! 기운 내!
story_389,story,034813,20,いせ「おがわさん アイテム いくよ!,"이세「오가와 씨, 아이템 간다!"
story_390,story,034827,17,みずしま「せんしゅ こうたい!,미즈시마「선수 교체!
story_391,story,034838,17,みずしま「しゅび こうたい!,미즈시마「수비 교체!
story_392,story,034849,18,みずしま「タイム ねがいます!,미즈시마「타임 부탁합니다!
